ID	Delay	Delay2	Latency	Latency2	Success_Ratio	Energy	Hops	txPackets	rxPackets	ShortestPath	LongestPath	Orchestrators	Neighbors	Paths	Distance	DevFast	DevMedium	DevSlow	LoadSmall	LoadMedium	LoadBig
242	57.4228	62.9942	1.68901	7.26048	76.4706	0.723192	41	14	10	2	18	3	18	43	946	1	2	5	0	0	8
433	44.0366	45.7066	1.75083	3.42078	100	0.723138	18	8	8	2	3	4	19	24	1152	2	2	5	2	0	7
112	37.3484	38.0925	0.338515	1.08271	90.9091	0.723046	9	6	5	1	3	5	18	5	1361	0	4	6	2	0	8
935	54.453	57.7041	1.63928	4.8903	75	0.722887	20	12	8	1	7	4	20	24	1066	0	2	7	0	1	8
822	104.513	105.86	0.991911	2.33909	53.3333	0.722732	26	13	6	2	10	2	18	62	1282	0	0	7	0	0	7
30	68.9865	74.9544	1.39435	7.36232	87.5	0.722513	42	14	12	2	11	2	18	62	1160	0	3	4	0	0	7
232	47.4558	49.2576	0.942016	2.74383	83.3333	0.72232	14	8	6	2	4	4	19	24	1149	2	2	5	0	0	9
643	68.7825	72.9763	0.828837	5.02262	82.3529	0.722116	25	14	11	1	11	3	19	43	791	0	2	6	0	0	8
925	86.1877	92.4891	1.7834	8.08479	72.2222	0.721844	44	17	12	1	13	1	19	81	1193	0	3	3	0	3	3
854	43.3848	45.2186	0.90527	2.73908	90	0.721645	13	6	5	2	4	4	19	24	853	0	2	7	0	3	6
164	49.3373	50.4464	0.970837	2.08002	83.3333	0.721602	11	8	6	1	4	4	20	24	757	0	2	7	2	2	5
613	83.8095	88.851	3.33412	8.37565	90.9091	0.721512	48	9	8	3	9	2	19	62	1386	0	2	5	0	1	6
821	53.7605	56.9364	1.05339	4.22928	100	0.721192	18	8	8	1	4	4	20	24	945	0	2	7	0	0	9
586	55.0631	58.7808	1.50944	5.22715	81.25	0.721088	27	13	10	1	11	3	19	43	1087	1	2	5	0	2	6
806	46.2954	50.323	1.76296	5.79057	76.9231	0.720657	31	10	7	3	7	3	19	43	1212	2	2	4	2	0	6
984	45.0371	47.3897	2.5575	4.91015	100	0.720657	22	6	6	2	6	4	18	24	1170	2	0	7	0	3	6
534	54.3419	57.8907	1.22813	4.77698	75	0.720384	16	12	8	1	4	4	19	24	1076	0	2	7	0	0	9
878	39.9969	41.7037	1.11737	2.82411	100	0.720044	18	6	6	1	5	4	19	24	1061	2	3	4	0	2	7
981	44.8948	47.0334	1.15704	3.29565	100	0.719782	12	5	5	1	4	5	19	5	1061	2	2	6	0	0	10
162	70.2958	74.1579	2.94214	6.80428	75	0.719763	44	13	9	1	11	3	19	43	1132	0	0	8	0	2	6
290	54.8265	56.4626	1.1941	2.83013	62.5	0.719661	28	13	7	2	12	3	19	43	1330	1	2	5	3	1	4
652	43.9685	45.6623	1.48898	3.18271	78.5714	0.719626	21	10	7	2	7	4	19	24	1367	2	1	6	0	2	7
199	51.2902	52.9408	1.0106	2.66119	72.7273	0.719417	15	7	4	2	8	4	20	24	1038	0	2	7	0	0	9
871	48.6476	53.7755	1.64048	6.76837	100	0.719309	32	8	8	1	8	4	19	24	1065	0	2	7	0	2	7
62	70.7308	74.0052	1.31553	4.58993	55.5556	0.719185	39	17	9	3	11	1	18	81	1256	1	1	4	2	1	3
214	46.7673	48.5371	0.660107	2.42994	83.3333	0.718749	12	8	6	1	3	4	19	24	875	0	2	7	0	2	7
158	55.1926	58.2042	0.878814	3.89041	92.3077	0.718549	15	9	8	1	4	4	19	24	1028	0	2	7	0	0	9
236	65.073	68.6001	2.83608	6.36322	92.3077	0.718272	36	10	9	2	10	3	19	43	828	2	2	4	0	3	5
846	62.88	66.0345	1.33243	4.48694	100	0.718124	25	7	7	1	9	3	18	43	1044	2	0	6	1	0	7
322	45.7801	50.3215	1.85628	6.39766	92.3077	0.717897	34	10	9	1	12	3	20	43	1298	0	4	4	0	4	4
506	56.301	57.1004	0.621431	1.42084	81.8182	0.717579	10	7	5	1	3	4	19	24	867	0	0	9	0	0	9
156	55.0197	56.6414	1.46607	3.08775	70.5882	0.717395	27	14	9	1	14	3	19	43	1135	1	2	5	0	2	6
252	51.7624	53.0108	0.855242	2.10365	90.9091	0.717354	22	7	6	2	7	4	19	24	814	0	2	7	0	2	7
303	49.6998	52.8719	1.46607	4.63818	85.7143	0.717299	24	10	8	1	9	3	18	43	966	2	2	4	0	0	8
600	48.9538	51.2206	2.35943	4.62625	91.6667	0.717174	25	8	7	2	8	4	18	24	1055	2	2	5	0	2	7
154	102.697	106.434	3.44458	7.18077	100	0.71699	43	13	13	1	17	2	19	62	1115	2	1	4	0	0	7
178	39.0195	39.6248	1.58171	2.18698	90	0.716941	9	5	4	1	4	5	19	5	1110	0	4	6	0	4	6
271	96.5142	99.0552	1.51835	4.0594	75	0.716866	31	14	10	2	12	2	20	62	986	0	2	5	0	2	5
936	51.8656	52.8329	0.986065	1.95336	78.5714	0.716834	19	10	7	1	7	4	19	24	997	0	1	8	0	2	7
245	54.9376	56.1289	0.623865	1.81512	84.6154	0.716799	18	9	7	1	5	4	19	24	1336	0	2	7	0	0	9
353	55.4728	58.722	1.15905	4.40823	92.3077	0.716484	18	9	8	1	5	4	17	24	1048	0	2	7	0	0	9
620	40.2835	43.4774	1.07636	4.27029	100	0.716467	35	7	7	1	9	4	18	24	1011	2	3	4	0	2	7
243	46.6963	48.1177	2.36255	3.78391	61.5385	0.716453	20	10	5	2	10	3	18	43	1018	2	4	2	0	0	8
463	61.2553	65.3281	2.16709	6.23985	72.2222	0.716424	36	15	10	1	18	3	19	43	1196	0	4	4	0	3	5
557	59.679	63.6364	1.98461	5.94205	92.3077	0.716351	25	9	8	1	8	4	18	24	1152	0	0	9	0	0	9
175	51.5834	57.1318	3.36651	8.91496	100	0.715968	32	7	7	1	12	4	18	24	1100	0	0	9	0	5	4
646	59.0582	63.0687	1.74386	5.75427	92.8571	0.715699	32	11	10	1	7	3	20	43	1335	0	2	6	0	2	6
632	62.2551	65.013	1.6669	4.42475	70.5882	0.71565	25	14	9	2	8	3	18	43	1266	0	4	4	0	2	6
727	60.0549	63.6374	1.40124	4.9837	68.75	0.715551	30	13	8	1	12	3	19	43	1191	0	2	6	0	4	4
107	37.3781	39.4946	1.28082	3.39729	100	0.715436	22	8	8	1	6	4	18	24	1136	0	2	7	3	2	4
262	64.6761	69.1399	2.16163	6.62539	72.2222	0.715082	30	15	10	1	8	3	19	43	1162	0	2	6	2	0	6
253	72.48	77.09	1.81088	6.42091	72.7273	0.714868	47	20	14	2	13	2	20	62	1111	0	1	6	1	0	6
921	39.4521	42.6211	2.53504	5.70401	75	0.714772	27	13	9	1	9	3	18	43	1277	0	4	4	3	1	4
476	65.3711	68.1597	1.91743	4.706	76.4706	0.714578	27	14	10	2	7	3	18	43	1237	0	2	6	0	2	6
22	149.583	153.961	1.77912	6.15635	72.2222	0.714364	50	17	12	1	14	1	17	81	1218	1	1	4	0	1	5
482	47.3091	48.6733	0.592245	1.95643	83.3333	0.714335	12	8	6	1	4	4	19	24	947	0	2	7	0	3	6
425	57.6454	58.7645	2.5912	3.71038	42.8571	0.714244	21	11	3	4	13	3	18	43	1177	0	2	6	0	1	7
757	46.3742	47.3386	1.75736	2.72169	91.6667	0.714215	19	8	7	1	6	4	19	24	837	2	2	5	0	4	5
171	48.3725	50.7674	2.07809	4.47304	92.3077	0.71413	25	8	7	1	9	4	19	24	1411	2	2	5	0	2	7
485	37.1946	40.8547	1.85379	5.51388	100	0.71396	21	6	6	2	5	4	19	24	1075	2	2	5	2	1	6
295	44.3199	45.0207	0.582063	1.28291	90.9091	0.71395	8	5	4	1	3	5	18	5	1084	2	0	8	0	2	8
915	51.5314	53.1226	1.25184	2.84302	90	0.713014	14	6	5	2	4	4	19	24	1012	0	2	7	0	0	9
672	56.4337	58.7364	0.699912	3.00259	81.25	0.712971	27	13	10	1	5	3	19	43	826	1	2	5	0	0	8
217	54.9884	56.7934	0.6746	2.47963	84.6154	0.712889	11	9	7	1	5	4	19	24	976	0	2	7	0	0	9
445	49.5321	51.551	1.29736	3.31626	80	0.712732	22	12	9	1	7	3	18	43	808	2	0	6	0	5	3
504	40.5862	42.4087	1.14996	2.97249	91.6667	0.712708	19	8	7	1	7	4	19	24	990	0	4	5	0	6	3
87	51.1527	51.7892	1.03896	1.67548	57.1429	0.71228	19	10	4	2	9	4	18	24	1198	1	0	8	0	2	7
633	54.2022	57.8588	1.76745	5.42404	69.2308	0.711941	23	10	6	1	8	3	18	43	1078	0	2	6	0	1	7
35	52.7011	54.5301	1.42445	3.25344	83.3333	0.711855	37	9	7	3	13	3	19	43	1282	2	0	6	0	2	6
773	161.115	164.644	3.05189	6.58129	61.1111	0.711822	40	17	10	2	11	1	19	81	1214	0	0	6	0	0	6
6	47.2905	51.0059	1.59612	5.3115	100	0.711763	21	8	8	2	6	4	19	24	864	2	2	5	0	4	5
686	44.9612	47.6555	1.554	4.24835	100	0.711644	30	7	7	1	9	4	18	24	1268	2	0	7	0	4	5
797	62.3443	68.6752	2.3906	8.72158	75	0.711566	39	13	9	1	16	3	20	43	1238	1	2	5	0	3	5
879	44.5006	48.223	1.28326	5.00558	100	0.711494	33	9	9	1	11	3	20	43	745	0	3	5	1	2	5
484	54.3328	56.7995	1.73847	4.20514	81.8182	0.711322	23	7	5	2	12	4	20	24	947	0	2	7	0	2	7
881	57.2696	59.7979	2.15515	4.68344	68.75	0.711093	29	13	8	1	13	3	20	43	1415	1	4	3	2	1	5
972	55.6932	58.3613	1.29882	3.96688	83.3333	0.710465	22	8	6	2	6	4	18	24	1435	0	2	7	0	0	9
70	51.5729	53.2451	0.665769	2.33793	100	0.710182	19	7	7	1	5	4	19	24	769	0	2	7	0	2	7
471	63.5456	66.888	1.13122	4.47365	85.7143	0.710047	32	11	9	2	5	3	19	43	1397	0	2	6	1	0	7
403	53.6157	56.8815	1.56158	4.82731	75	0.710014	31	13	9	2	8	3	19	43	903	0	0	8	0	4	4
329	65.2365	71.8625	1.78287	8.40889	86.6667	0.709647	28	12	10	1	16	3	18	43	993	0	4	4	0	0	8
519	55.0973	57.3254	0.783511	3.01169	100	0.709599	24	8	8	1	7	4	19	24	902	0	2	7	0	0	9
116	49.9222	51.1758	1.16855	2.42218	76.9231	0.709591	25	10	7	2	10	3	20	43	1192	2	2	4	0	0	8
626	101.475	105.659	2.22188	6.40615	73.3333	0.709567	45	13	9	2	16	2	19	62	1311	2	1	4	0	0	7
853	63.4436	65.9486	0.889416	3.39443	64.7059	0.709471	22	14	8	1	8	3	19	43	1106	0	0	8	0	0	8
543	52.1624	55.0845	1.32619	4.24828	100	0.709431	20	9	9	1	4	4	18	24	1046	0	2	7	0	2	7
157	64.4198	67.661	0.966162	4.20733	77.7778	0.70943	19	15	11	1	8	3	20	43	923	0	4	4	0	0	8
174	68.532	70.6381	0.578377	2.68449	76.4706	0.709282	22	14	10	1	5	3	20	43	923	0	2	6	0	0	8
704	49.868	52.3493	1.32722	3.80852	90.9091	0.709004	15	7	6	1	4	4	19	24	909	0	0	9	2	0	7
101	56.6255	58.0202	0.618389	2.01309	83.3333	0.708772	16	8	6	1	6	4	19	24	787	0	0	9	0	0	9
194	53.4652	59.426	2.53144	8.49223	85.7143	0.708743	36	10	8	2	10	3	18	43	1308	2	2	4	0	0	8
888	55.1725	56.6206	0.778111	2.22619	91.6667	0.708729	18	8	7	1	4	4	19	24	1350	0	2	7	0	0	9
719	63.5682	66.9887	1.44723	4.86777	100	0.708572	46	10	10	2	10	2	18	62	1343	2	0	5	0	0	7
383	37.7835	39.9551	0.666622	2.83824	83.3333	0.708241	12	8	6	1	5	4	18	24	778	2	4	3	0	6	3
669	41.9602	43.2815	1.84336	3.16466	100	0.708239	21	8	8	1	7	4	19	24	818	2	2	5	0	6	3
48	51.6056	56.0183	1.71122	6.12395	100	0.708221	22	9	9	1	4	4	19	24	1231	0	2	7	0	2	7
512	47.0144	49.0249	0.907239	2.91776	91.6667	0.708192	16	8	7	1	5	4	20	24	1120	0	4	5	0	0	9
296	56.0352	58.9475	1.23939	4.1517	86.6667	0.708108	46	13	11	2	13	2	19	62	1274	0	2	5	2	0	5
306	53.7386	55.0691	1.05907	2.38956	71.4286	0.707935	13	10	6	2	5	4	19	24	877	0	1	8	0	0	9
204	35.9191	41.9338	2.06747	8.0822	86.6667	0.707816	22	11	9	1	6	4	19	24	916	0	3	6	2	2	5
562	68.8796	71.2416	0.925983	3.28796	85.7143	0.707691	22	11	9	1	4	3	19	43	1017	0	2	6	0	0	8
121	59.9671	63.0531	1.31854	4.40451	92.3077	0.707651	40	10	9	1	14	3	19	43	1191	0	3	5	0	5	3
970	47.9291	49.2623	0.721918	2.05513	81.8182	0.70743	17	7	5	2	7	4	19	24	988	0	1	8	0	3	6
722	67.7382	69.5113	1.39059	3.16378	78.5714	0.70739	25	11	8	2	9	3	20	43	889	0	1	7	0	2	6
193	55.0687	58.9347	1.87429	5.74034	100	0.707322	18	8	8	1	5	4	19	24	830	0	0	9	0	2	7
802	51.6506	54.4221	1.37104	4.14256	90.9091	0.707151	11	7	6	1	4	4	19	24	918	0	2	7	0	0	9
743	63.3079	65.2655	1.41626	3.37384	64.2857	0.707101	26	11	6	3	10	3	19	43	1141	0	2	6	0	1	7
288	98.4603	100.757	1.66448	3.96156	81.25	0.707087	25	14	11	2	5	2	19	62	1112	1	2	4	0	0	7
505	59.8578	62.348	1.50415	3.99431	91.6667	0.707047	22	9	8	1	7	3	19	43	1065	0	2	6	0	2	6
354	49.9798	50.991	0.572687	1.58386	83.3333	0.706822	12	8	6	1	3	4	19	24	912	0	2	7	0	1	8
911	65.7342	68.4695	1.5364	4.27172	76.4706	0.706692	21	14	10	1	9	3	20	43	908	0	2	6	0	3	5
856	59.6589	61.6946	2.37066	4.40636	75	0.706661	34	13	9	2	10	3	18	43	1380	0	2	6	1	2	5
943	59.567	63.1627	1.23007	4.82586	78.5714	0.706078	35	11	8	1	12	3	19	43	1237	0	2	6	0	2	6
213	53.6173	54.905	2.30354	3.59125	57.1429	0.706042	14	10	4	1	6	4	19	24	1174	1	0	8	0	2	7
483	43.3882	47.9871	2.53538	7.13427	66.6667	0.706026	25	11	6	2	8	4	19	24	1279	1	2	6	4	0	5
26	53.8812	55.9728	1.17406	3.26564	81.8182	0.705993	21	7	5	2	9	4	19	24	834	0	2	7	0	0	9
764	49.3241	51.4285	0.816977	2.92132	90.9091	0.705743	16	7	6	1	5	4	20	24	940	0	3	6	0	0	9
798	54.1924	55.6824	2.35761	3.84762	75	0.705505	31	9	6	2	11	3	18	43	1203	2	0	6	1	0	7
91	57.2138	60.934	1.48004	5.20025	82.3529	0.705419	28	14	11	1	5	3	19	43	1234	1	2	5	0	0	8
649	38.4943	39.8244	0.814691	2.14478	85.7143	0.705408	20	10	8	2	5	4	19	24	1187	2	2	5	2	0	7
106	56.6844	59.9313	1.62589	4.87281	85.7143	0.70525	29	11	9	1	11	3	19	43	1385	0	2	6	0	4	4
8	44.2596	47.0875	1.78006	4.60794	78.5714	0.705189	25	10	7	2	7	4	19	24	1339	2	1	6	0	2	7
19	46.0998	49.1214	1.19265	4.21419	100	0.705048	29	7	7	1	7	4	19	24	953	2	3	4	0	0	9
161	47.2961	50.6182	1.18898	4.51101	100	0.70498	22	8	8	1	4	4	18	24	922	0	2	7	0	2	7
767	46.2183	49.5651	1.17072	4.51751	92.8571	0.704917	25	11	10	1	7	3	18	43	720	2	3	3	1	2	5
128	75.1703	77.1321	1.28549	3.24732	80	0.704864	34	13	10	1	9	2	19	62	1099	1	2	4	0	2	5
17	52.7294	54.052	1.93501	3.2576	92.3077	0.704675	23	8	7	2	6	4	19	24	1239	2	2	5	0	0	9
289	47.6976	48.7046	1.5904	2.59749	90.9091	0.704496	16	7	6	1	4	4	19	24	886	0	2	7	0	2	7
431	69.355	73.9849	1.4013	6.03119	76.4706	0.704178	21	14	10	1	6	3	18	43	900	0	2	6	0	0	8
361	55.4675	57.6269	1.07314	3.23255	84.6154	0.704166	19	9	7	1	5	4	20	24	1211	0	2	7	0	0	9
685	59.9883	62.4161	1.03417	3.4619	82.3529	0.703889	25	14	11	1	9	3	20	43	913	0	1	7	0	0	8
863	38.2885	39.2978	0.707787	1.71705	71.4286	0.703756	18	10	6	2	6	4	19	24	1002	1	4	4	2	2	5
528	37.1322	41.192	2.33172	6.39161	92.3077	0.703627	27	8	7	1	9	4	19	24	1167	2	4	3	2	2	5
907	50.1003	55.238	1.144	6.28173	82.3529	0.703551	28	14	11	1	6	3	20	43	1201	0	4	4	0	1	7
90	55.0361	56.4681	1.32173	2.75374	91.6667	0.703502	34	9	8	2	15	3	19	43	1073	2	2	4	0	2	6
801	57.246	58.4205	0.768114	1.94261	71.4286	0.703379	17	11	7	2	4	3	20	43	1261	0	2	6	0	2	6
889	52.2062	55.4422	1.41182	4.64782	100	0.703378	30	7	7	1	8	4	19	24	1193	2	2	5	0	0	9
602	38.6834	41.2322	1.26262	3.81149	100	0.703368	28	9	9	1	11	3	19	43	1133	2	3	3	0	4	4
969	53.5285	55.6785	1.0937	3.24374	92.3077	0.70329	19	10	9	1	5	3	20	43	784	0	3	5	0	0	8
183	47.634	51.2331	1.7357	5.33481	78.5714	0.703289	34	11	8	1	9	3	18	43	983	0	3	5	0	3	5
56	38.8148	40.941	1.10762	3.23389	81.8182	0.703268	19	7	5	2	5	4	19	24	1266	0	4	5	1	2	6
223	51.318	53.1606	1.03843	2.88101	72.7273	0.703265	10	7	4	1	6	4	19	24	1109	0	2	7	0	0	9
308	50.691	51.6727	2.18388	3.16551	72.7273	0.703179	14	7	4	1	9	4	20	24	805	0	2	7	0	1	8
461	150.135	155.032	2.33082	7.22824	77.7778	0.703131	52	17	13	1	14	1	19	79	1071	1	1	4	0	1	5
852	65.5398	68.6499	2.0861	5.19622	72.2222	0.702516	25	15	10	2	6	3	20	43	1123	0	2	6	0	2	6
910	47.5851	49.039	0.993429	2.44735	90	0.702061	15	7	6	1	4	3	19	43	1180	0	2	6	0	5	3
127	63.669	66.2004	1.03528	3.56667	70.5882	0.702023	23	14	9	1	5	3	19	43	1027	0	0	8	0	0	8
28	46.7743	49.1339	1.67993	4.03948	100	0.701936	16	8	8	1	4	4	19	24	954	0	4	5	0	4	5
591	37.2528	40.1291	1.6012	4.47745	71.4286	0.701824	26	10	6	2	8	4	18	24	875	0	3	6	2	2	5
729	61.7775	65.7074	1.72992	5.65989	90.9091	0.701601	26	8	7	1	10	3	18	43	1293	0	2	6	0	0	8
985	44.898	48.0435	2.36421	5.50976	68.75	0.701432	28	13	8	1	7	3	19	43	1142	0	2	6	2	1	5
173	51.8952	54.1257	1.10082	3.33131	100	0.701351	23	7	7	2	5	4	18	24	1564	2	2	5	0	0	9
784	45.1769	46.5028	0.897365	2.22323	90	0.701297	12	6	5	2	3	4	20	24	1014	0	2	7	0	3	6
956	64.2715	66.0438	0.817872	2.59014	78.5714	0.700616	12	11	8	1	5	3	20	43	903	0	4	4	0	0	8
522	54.011	56.5685	0.957366	3.51486	76.4706	0.700565	29	14	10	2	7	3	19	42	1063	1	2	5	0	3	5
884	38.2411	39.7625	0.995458	2.51682	75	0.70043	15	8	5	1	4	4	18	24	1342	0	3	6	1	2	6
986	55.1339	57.3184	1.28023	3.46479	92.3077	0.70027	22	10	9	2	5	3	19	43	1079	0	4	4	0	2	6
297	59.9428	62.9774	1.20902	4.24367	85.7143	0.700139	18	11	9	1	7	3	20	43	924	0	2	6	0	0	8
730	56.9424	59.9962	0.935219	3.98906	100	0.700102	22	8	8	1	4	4	18	24	964	0	0	9	0	0	9
80	46.8253	48.4471	0.745753	2.36751	60	0.7001	11	11	5	1	4	4	17	24	1148	0	1	8	0	2	7
651	47.9625	49.7214	0.882896	2.64186	73.3333	0.699617	17	10	6	1	6	4	20	24	1147	2	1	6	0	1	8
135	46.7035	47.9997	0.596373	1.89258	100	0.699571	19	8	8	1	6	4	18	24	1032	0	2	7	0	2	7
376	65.4391	68.2345	1.0854	3.88083	62.5	0.699057	30	13	7	1	10	3	17	39	1216	1	0	7	0	2	6
285	97.994	101.622	1.19821	4.82574	86.6667	0.699047	28	13	11	2	7	2	19	60	1058	1	2	4	0	0	7
72	46.4	47.6343	1.19286	2.4271	90.9091	0.698735	22	7	6	2	7	4	19	24	927	2	2	5	0	3	6
231	62.7628	66.2918	2.67498	6.20395	78.5714	0.698707	34	11	8	2	15	3	19	43	1029	0	1	7	1	1	6
124	67.6166	68.8474	1.17973	2.41053	69.2308	0.698489	21	10	6	2	8	3	19	43	1258	0	2	6	0	1	7
628	46.7082	50.526	2.4286	6.24641	85.7143	0.698364	28	10	8	3	9	4	19	24	989	0	1	8	0	4	5
81	63.6722	65.9459	1.52461	3.79831	78.5714	0.698326	28	11	8	2	8	3	18	43	1049	0	1	7	0	3	5
477	53.4187	54.791	0.711569	2.08388	81.8182	0.698208	20	7	5	1	6	4	19	24	1334	0	2	7	0	0	9
491	53.8506	58.5489	1.39691	6.09523	76.4706	0.698104	26	14	10	2	5	3	19	43	1166	1	0	7	0	5	3
438	68.2144	70.3159	1.47749	3.57902	83.3333	0.697982	29	9	7	1	9	3	17	43	1573	2	0	6	0	1	7
332	66.5952	69.219	1.1808	3.80466	85.7143	0.697279	31	11	9	1	8	3	19	43	1142	0	2	6	0	1	7
630	68.9898	72.0545	1.39773	4.46239	70	0.697127	36	18	12	2	10	2	19	62	1111	0	1	6	0	2	5
452	48.2892	52.9757	3.05547	7.74198	62.5	0.697073	31	13	7	1	11	3	18	43	1191	0	2	6	2	1	5
579	44.3562	47.8984	1.54909	5.09121	90.9091	0.696806	35	7	6	1	11	4	19	24	1073	0	3	6	0	2	7
120	61.4923	64.8128	1.44475	4.76521	100	0.696806	32	8	8	1	10	3	18	43	1334	0	2	6	0	0	8
631	56.8628	59.695	1.18327	4.0154	73.3333	0.696656	19	11	7	1	7	4	19	24	1031	0	0	9	0	0	9
326	49.7244	50.6906	2.81725	3.78341	100	0.69645	16	7	7	1	4	4	19	24	1383	2	2	5	0	2	7
835	44.1169	48.2676	1.92607	6.07679	92.8571	0.696344	34	11	10	1	12	3	18	43	1216	0	2	6	1	4	3
682	45.2197	46.1607	0.940167	1.88111	90	0.695932	16	6	5	2	5	4	19	24	1149	0	2	7	0	3	6
668	49.456	50.7914	0.976413	2.31183	80	0.695747	11	6	4	2	4	4	18	24	1077	0	0	9	0	4	5
196	53.8587	55.4	1.17911	2.72048	78.5714	0.695665	19	10	7	1	11	4	19	24	843	0	1	8	0	0	9
998	55.3394	58.9677	0.944984	4.57334	100	0.695566	24	8	8	1	6	4	18	24	867	0	2	7	0	0	9
394	53.1871	54.3404	0.779983	1.93329	90.9091	0.695553	19	7	6	2	6	4	18	24	1167	2	0	7	0	0	9
370	51.6956	53.2749	1.7811	3.36044	70.5882	0.694961	22	14	9	1	7	3	19	43	1086	0	4	4	3	1	4
824	71.3548	76.3351	1.74046	6.72071	92.3077	0.694945	28	10	9	1	7	3	20	43	1011	0	2	6	0	0	8
362	51.9741	53.723	1.09457	2.84343	92.8571	0.694885	13	10	9	1	7	4	19	24	752	0	1	8	0	2	7
864	73.5624	75.724	1.70878	3.87039	83.3333	0.694723	23	15	12	1	5	3	19	43	887	0	0	8	0	0	8
690	68.7826	72.7683	1.2654	5.25111	65	0.694592	54	18	11	1	18	2	19	62	1398	1	0	6	0	3	4
15	65.316	65.7698	1.86235	2.31616	60	0.694496	19	12	6	1	12	3	19	43	971	0	2	6	0	2	6
525	46.6361	49.8236	1.14164	4.32919	70	0.69447	28	17	11	2	9	3	19	37	1091	1	3	4	1	0	7
123	40.5418	44.2033	1.93468	5.59617	90.9091	0.69432	21	7	6	1	5	4	18	24	1470	2	2	5	0	5	4
568	46.8207	47.8591	1.91355	2.95197	72.7273	0.694173	18	7	4	3	6	4	19	24	1173	2	3	4	0	0	9
427	40.8113	42.4646	1.13171	2.78504	90	0.693935	12	6	5	1	4	4	18	24	880	2	3	4	0	1	8
887	68.0336	68.9435	2.01926	2.92915	92.8571	0.693757	19	10	9	1	4	3	19	43	1048	2	2	4	0	0	8
787	64.5934	67.4777	1.13971	4.024	75	0.69373	27	13	9	1	7	3	20	43	1251	0	4	4	0	0	8
268	50.9033	55.8982	1.54917	6.54405	73.6842	0.693702	35	16	11	1	11	3	19	42	1224	1	3	4	0	0	8
587	55.6833	58.9322	2.97616	6.225	100	0.693606	26	7	7	2	7	4	19	24	983	0	0	9	0	2	7
885	50.9198	52.8107	0.640248	2.53115	90.9091	0.69337	14	7	6	1	5	4	19	24	1050	0	2	7	0	0	9
671	67.215	69.6317	0.76134	3.17799	76.4706	0.693355	18	14	10	1	3	3	19	43	1024	0	2	6	0	1	7
63	57.9842	60.0117	0.749393	2.77692	81.25	0.693325	32	13	10	1	9	3	20	43	770	0	0	8	0	3	5
589	51.8693	53.9818	1.07492	3.18743	83.3333	0.69328	22	7	5	3	7	4	19	24	1257	2	2	5	0	0	9
241	53.5167	57.076	1.38293	4.94219	76.4706	0.693268	19	14	10	1	6	3	19	43	1123	0	2	6	0	2	6
435	53.1825	53.912	0.588154	1.31767	83.3333	0.693159	10	8	6	1	3	4	19	24	1076	0	2	7	0	2	7
858	39.4114	40.8432	0.531825	1.96363	90.9091	0.693041	17	7	6	1	5	4	18	24	854	0	2	7	2	2	5
738	43.1706	46.0517	1.16882	4.04991	76.9231	0.692983	18	10	7	1	5	3	19	43	1108	0	2	6	2	1	5
572	56.8473	62.2352	2.01358	7.40147	92.3077	0.692872	22	10	9	2	4	3	19	40	939	0	2	6	0	2	6
624	54.186	56.5407	1.10939	3.46403	66.6667	0.692402	18	12	7	2	5	3	18	38	955	0	2	6	0	2	6
73	44.3626	45.4623	1.88299	2.98274	90	0.692366	19	6	5	3	5	4	18	24	1160	2	2	5	0	1	8
405	55.6189	59.972	1.22452	5.57763	91.6667	0.692158	16	8	7	1	4	4	18	24	1235	0	2	7	0	0	9
377	52.2166	53.4763	1.58177	2.8415	62.5	0.69204	22	13	7	1	8	3	19	43	773	0	3	5	0	2	6
228	65.6444	70.0617	2.19076	6.60807	78.5714	0.692003	27	11	8	1	7	3	19	43	1366	0	2	6	0	2	6
488	57.6775	61.1273	0.929913	4.37974	90.9091	0.691917	24	8	7	1	10	3	18	43	1031	0	2	6	0	1	7
531	43.1151	45.4223	2.15546	4.46267	68.4211	0.691851	31	16	10	2	12	3	18	43	1219	0	2	6	4	0	4
510	73.4089	75.9785	0.716811	3.28641	71.4286	0.6918	29	19	13	1	8	2	19	62	797	0	1	6	0	1	6
378	97.3116	101.299	1.22678	5.21404	82.3529	0.691798	35	15	12	1	6	2	19	62	882	0	3	4	0	0	7
32	51.0426	54.3359	1.93547	5.22876	100	0.691792	21	7	7	1	5	4	19	24	1118	2	0	7	0	2	7
125	53.0343	56.8988	2.4005	6.26505	75	0.69169	30	13	9	2	10	3	19	43	1216	0	2	6	0	3	5
92	56.4706	61.4275	1.95806	6.91498	82.3529	0.691676	25	14	11	1	7	3	19	43	938	0	2	6	2	0	6
23	47.008	49.4031	0.90085	3.2959	91.6667	0.691625	22	8	7	1	7	4	17	24	898	0	2	7	1	0	8
605	48.0579	52.9106	2.02308	6.8758	92.3077	0.691574	29	9	8	1	8	3	18	43	1053	2	3	3	0	1	7
24	69.6194	71.1553	1.47187	3.00773	78.5714	0.691438	14	11	8	1	5	3	19	43	1087	0	1	7	0	0	8
1003	57.7773	59.8256	1.12368	3.17197	66.6667	0.691329	23	12	7	1	13	3	20	43	1418	1	4	3	0	2	6
88	57.4058	61.92	1.55826	6.07242	100	0.691288	29	8	8	2	7	3	19	43	1137	0	2	6	0	1	7
